2025-10-09 15:23:30,175 [INFO] Iniciando treinamento do modelo mlp_att0_CM
2025-10-09 15:23:30,176 [INFO] Configuração: att_index=0, epochs=30, layers=[128, 64, 32], lr=0.001, batch_size=32, descriptor_type=CM
2025-10-09 15:23:30,176 [INFO] Diretório para modelos: /mnt/hdd/home/jdurao/ToolBox-ChemXAI/models
2025-10-09 15:23:30,176 [INFO] Carregando dados...
2025-10-09 15:23:30,255 [INFO] Preparando dataloaders sem ruído...
2025-10-09 15:23:30,891 [INFO] Dados carregados em 0.72 segundos
2025-10-09 15:23:30,892 [INFO] Tamanhos dos conjuntos - Treino: 107108, Validação: 13388, Teste: 13389
2025-10-09 15:23:38,510 [INFO] Época 1/30, Batch 1400/3348, Loss: 0.0004
2025-10-09 15:23:38,775 [INFO] Época 1/30, Batch 1450/3348, Loss: 0.0006
2025-10-09 15:23:39,038 [INFO] Época 1/30, Batch 1500/3348, Loss: 0.0005
2025-10-09 15:23:39,300 [INFO] Época 1/30, Batch 1550/3348, Loss: 0.0004
2025-10-09 15:23:39,561 [INFO] Época 1/30, Batch 1600/3348, Loss: 0.0004
2025-10-09 15:23:39,821 [INFO] Época 1/30, Batch 1650/3348, Loss: 0.0002
2025-10-09 15:23:40,085 [INFO] Época 1/30, Batch 1700/3348, Loss: 0.0004
2025-10-09 15:23:40,345 [INFO] Época 1/30, Batch 1750/3348, Loss: 0.0003
2025-10-09 15:23:40,610 [INFO] Época 1/30, Batch 1800/3348, Loss: 0.0003
2025-10-09 15:23:40,875 [INFO] Época 1/30, Batch 1850/3348, Loss: 0.0006
2025-10-09 15:23:41,140 [INFO] Época 1/30, Batch 1900/3348, Loss: 0.0004
2025-10-09 15:23:41,408 [INFO] Época 1/30, Batch 1950/3348, Loss: 0.0005
2025-10-09 15:23:41,674 [INFO] Época 1/30, Batch 2000/3348, Loss: 0.0005
2025-10-09 15:23:41,941 [INFO] Época 1/30, Batch 2050/3348, Loss: 0.0004
2025-10-09 15:23:42,206 [INFO] Época 1/30, Batch 2100/3348, Loss: 0.0005
2025-10-09 15:23:42,469 [INFO] Época 1/30, Batch 2150/3348, Loss: 0.0005
2025-10-09 15:23:42,727 [INFO] Época 1/30, Batch 2200/3348, Loss: 0.0003
2025-10-09 15:23:42,981 [INFO] Época 1/30, Batch 2250/3348, Loss: 0.0003
2025-10-09 15:23:43,238 [INFO] Época 1/30, Batch 2300/3348, Loss: 0.0003
2025-10-09 15:23:43,492 [INFO] Época 1/30, Batch 2350/3348, Loss: 0.0003
2025-10-09 15:23:43,745 [INFO] Época 1/30, Batch 2400/3348, Loss: 0.0005
2025-10-09 15:23:43,999 [INFO] Época 1/30, Batch 2450/3348, Loss: 0.0003
2025-10-09 15:23:44,253 [INFO] Época 1/30, Batch 2500/3348, Loss: 0.0003
2025-10-09 15:23:44,506 [INFO] Época 1/30, Batch 2550/3348, Loss: 0.0003
2025-10-09 15:23:44,758 [INFO] Época 1/30, Batch 2600/3348, Loss: 0.0003
2025-10-09 15:23:45,011 [INFO] Época 1/30, Batch 2650/3348, Loss: 0.0003
2025-10-09 15:23:45,264 [INFO] Época 1/30, Batch 2700/3348, Loss: 0.0003
2025-10-09 15:23:45,518 [INFO] Época 1/30, Batch 2750/3348, Loss: 0.0006
2025-10-09 15:23:45,783 [INFO] Época 1/30, Batch 2800/3348, Loss: 0.0004
2025-10-09 15:23:46,046 [INFO] Época 1/30, Batch 2850/3348, Loss: 0.0004
2025-10-09 15:23:46,318 [INFO] Época 1/30, Batch 2900/3348, Loss: 0.0003
2025-10-09 15:23:46,583 [INFO] Época 1/30, Batch 2950/3348, Loss: 0.0005
2025-10-09 15:23:46,847 [INFO] Época 1/30, Batch 3000/3348, Loss: 0.0003
2025-10-09 15:23:47,111 [INFO] Época 1/30, Batch 3050/3348, Loss: 0.0003
2025-10-09 15:23:47,376 [INFO] Época 1/30, Batch 3100/3348, Loss: 0.0004
2025-10-09 15:23:47,641 [INFO] Época 1/30, Batch 3150/3348, Loss: 0.0004
2025-10-09 15:23:47,906 [INFO] Época 1/30, Batch 3200/3348, Loss: 0.0004
2025-10-09 15:23:48,170 [INFO] Época 1/30, Batch 3250/3348, Loss: 0.0006
2025-10-09 15:23:48,427 [INFO] Época 1/30, Batch 3300/3348, Loss: 0.0003
2025-10-09 15:23:50,057 [INFO] [1/30] Train Loss: 0.0054 | Val Loss: 0.0005 | Tempo: 18.96s
2025-10-09 15:23:50,061 [INFO] Melhor modelo salvo em: /mnt/hdd/home/jdurao/ToolBox-ChemXAI/models/mlp_qm9_CM_att0_large.pth
2025-10-09 15:23:50,526 [INFO] Época 2/30, Batch 50/3348, Loss: 0.0003
2025-10-09 15:23:50,800 [INFO] Época 2/30, Batch 100/3348, Loss: 0.0005
2025-10-09 15:23:51,072 [INFO] Época 2/30, Batch 150/3348, Loss: 0.0004
2025-10-09 15:23:51,341 [INFO] Época 2/30, Batch 200/3348, Loss: 0.0004
2025-10-09 15:23:51,606 [INFO] Época 2/30, Batch 250/3348, Loss: 0.0003
2025-10-09 15:23:51,873 [INFO] Época 2/30, Batch 300/3348, Loss: 0.0003
2025-10-09 15:23:52,139 [INFO] Época 2/30, Batch 350/3348, Loss: 0.0007
2025-10-09 15:23:52,406 [INFO] Época 2/30, Batch 400/3348, Loss: 0.0005
2025-10-09 15:23:52,675 [INFO] Época 2/30, Batch 450/3348, Loss: 0.0003
2025-10-09 15:23:52,941 [INFO] Época 2/30, Batch 500/3348, Loss: 0.0009
2025-10-09 15:23:53,213 [INFO] Época 2/30, Batch 550/3348, Loss: 0.0004
2025-10-09 15:23:53,478 [INFO] Época 2/30, Batch 600/3348, Loss: 0.0004
2025-10-09 15:23:53,743 [INFO] Época 2/30, Batch 650/3348, Loss: 0.0005
2025-10-09 15:23:54,004 [INFO] Época 2/30, Batch 700/3348, Loss: 0.0005
2025-10-09 15:23:54,263 [INFO] Época 2/30, Batch 750/3348, Loss: 0.0004
2025-10-09 15:23:54,523 [INFO] Época 2/30, Batch 800/3348, Loss: 0.0005
2025-10-09 15:23:54,782 [INFO] Época 2/30, Batch 850/3348, Loss: 0.0004
2025-10-09 15:23:55,040 [INFO] Época 2/30, Batch 900/3348, Loss: 0.0004
2025-10-09 15:23:55,299 [INFO] Época 2/30, Batch 950/3348, Loss: 0.0004
2025-10-09 15:23:55,559 [INFO] Época 2/30, Batch 1000/3348, Loss: 0.0003
2025-10-09 15:23:55,818 [INFO] Época 2/30, Batch 1050/3348, Loss: 0.0003
2025-10-09 15:23:56,074 [INFO] Época 2/30, Batch 1100/3348, Loss: 0.0003
2025-10-09 15:23:56,325 [INFO] Época 2/30, Batch 1150/3348, Loss: 0.0003
2025-10-09 15:23:56,574 [INFO] Época 2/30, Batch 1200/3348, Loss: 0.0005
2025-10-09 15:23:56,829 [INFO] Época 2/30, Batch 1250/3348, Loss: 0.0004
2025-10-09 15:23:57,085 [INFO] Época 2/30, Batch 1300/3348, Loss: 0.0003
2025-10-09 15:23:57,348 [INFO] Época 2/30, Batch 1350/3348, Loss: 0.0004
2025-10-09 15:23:57,612 [INFO] Época 2/30, Batch 1400/3348, Loss: 0.0004
2025-10-09 15:23:57,873 [INFO] Época 2/30, Batch 1450/3348, Loss: 0.0004
2025-10-09 15:23:58,136 [INFO] Época 2/30, Batch 1500/3348, Loss: 0.0005
2025-10-09 15:23:58,399 [INFO] Época 2/30, Batch 1550/3348, Loss: 0.0004
2025-10-09 15:23:58,659 [INFO] Época 2/30, Batch 1600/3348, Loss: 0.0005
2025-10-09 15:23:58,921 [INFO] Época 2/30, Batch 1650/3348, Loss: 0.0002
2025-10-09 15:23:59,181 [INFO] Época 2/30, Batch 1700/3348, Loss: 0.0003
2025-10-09 15:23:59,442 [INFO] Época 2/30, Batch 1750/3348, Loss: 0.0004
2025-10-09 15:23:59,709 [INFO] Época 2/30, Batch 1800/3348, Loss: 0.0004
2025-10-09 15:23:59,969 [INFO] Época 2/30, Batch 1850/3348, Loss: 0.0004
2025-10-09 15:24:00,230 [INFO] Época 2/30, Batch 1900/3348, Loss: 0.0004
2025-10-09 15:24:00,495 [INFO] Época 2/30, Batch 1950/3348, Loss: 0.0003
2025-10-09 15:24:00,760 [INFO] Época 2/30, Batch 2000/3348, Loss: 0.0003
2025-10-09 15:24:01,040 [INFO] Época 2/30, Batch 2050/3348, Loss: 0.0004
2025-10-09 15:24:01,319 [INFO] Época 2/30, Batch 2100/3348, Loss: 0.0004
2025-10-09 15:24:01,581 [INFO] Época 2/30, Batch 2150/3348, Loss: 0.0003
2025-10-09 15:24:01,842 [INFO] Época 2/30, Batch 2200/3348, Loss: 0.0004
2025-10-09 15:24:02,104 [INFO] Época 2/30, Batch 2250/3348, Loss: 0.0002
2025-10-09 15:24:02,365 [INFO] Época 2/30, Batch 2300/3348, Loss: 0.0004
2025-10-09 15:24:02,625 [INFO] Época 2/30, Batch 2350/3348, Loss: 0.0004
2025-10-09 15:24:02,889 [INFO] Época 2/30, Batch 2400/3348, Loss: 0.0003
2025-10-09 15:24:03,145 [INFO] Época 2/30, Batch 2450/3348, Loss: 0.0003
2025-10-09 15:24:03,402 [INFO] Época 2/30, Batch 2500/3348, Loss: 0.0004
2025-10-09 15:24:03,659 [INFO] Época 2/30, Batch 2550/3348, Loss: 0.0003
2025-10-09 15:24:03,915 [INFO] Época 2/30, Batch 2600/3348, Loss: 0.0003
2025-10-09 15:24:04,171 [INFO] Época 2/30, Batch 2650/3348, Loss: 0.0003
2025-10-09 15:24:04,430 [INFO] Época 2/30, Batch 2700/3348, Loss: 0.0004
2025-10-09 15:24:04,686 [INFO] Época 2/30, Batch 2750/3348, Loss: 0.0005
2025-10-09 15:24:04,942 [INFO] Época 2/30, Batch 2800/3348, Loss: 0.0003
2025-10-09 15:24:05,192 [INFO] Época 2/30, Batch 2850/3348, Loss: 0.0003
2025-10-09 15:24:05,445 [INFO] Época 2/30, Batch 2900/3348, Loss: 0.0004
2025-10-09 15:24:05,698 [INFO] Época 2/30, Batch 2950/3348, Loss: 0.0005
2025-10-09 15:24:05,952 [INFO] Época 2/30, Batch 3000/3348, Loss: 0.0003
2025-10-09 15:24:06,210 [INFO] Época 2/30, Batch 3050/3348, Loss: 0.0003
2025-10-09 15:24:06,464 [INFO] Época 2/30, Batch 3100/3348, Loss: 0.0005
2025-10-09 15:24:06,722 [INFO] Época 2/30, Batch 3150/3348, Loss: 0.0004
2025-10-09 15:24:06,985 [INFO] Época 2/30, Batch 3200/3348, Loss: 0.0004
2025-10-09 15:24:07,248 [INFO] Época 2/30, Batch 3250/3348, Loss: 0.0004
2025-10-09 15:24:07,512 [INFO] Época 2/30, Batch 3300/3348, Loss: 0.0004
2025-10-09 15:24:09,084 [INFO] [2/30] Train Loss: 0.0048 | Val Loss: 0.0004 | Tempo: 19.02s
2025-10-09 15:24:09,088 [INFO] Melhor modelo salvo em: /mnt/hdd/home/jdurao/ToolBox-ChemXAI/models/mlp_qm9_CM_att0_large.pth
2025-10-09 15:24:09,524 [INFO] Época 3/30, Batch 50/3348, Loss: 0.0003
2025-10-09 15:24:09,786 [INFO] Época 3/30, Batch 100/3348, Loss: 0.0005
2025-10-09 15:24:10,048 [INFO] Época 3/30, Batch 150/3348, Loss: 0.0005
2025-10-09 15:24:10,310 [INFO] Época 3/30, Batch 200/3348, Loss: 0.0003
2025-10-09 15:24:10,570 [INFO] Época 3/30, Batch 250/3348, Loss: 0.0003
2025-10-09 15:24:10,829 [INFO] Época 3/30, Batch 300/3348, Loss: 0.0003
2025-10-09 15:24:11,089 [INFO] Época 3/30, Batch 350/3348, Loss: 0.0004
2025-10-09 15:24:11,348 [INFO] Época 3/30, Batch 400/3348, Loss: 0.0003
2025-10-09 15:24:11,607 [INFO] Época 3/30, Batch 450/3348, Loss: 0.0003
2025-10-09 15:24:11,874 [INFO] Época 3/30, Batch 500/3348, Loss: 0.0003
2025-10-09 15:24:12,124 [INFO] Época 3/30, Batch 550/3348, Loss: 0.0003
2025-10-09 15:24:12,372 [INFO] Época 3/30, Batch 600/3348, Loss: 0.0003
2025-10-09 15:24:12,625 [INFO] Época 3/30, Batch 650/3348, Loss: 0.0004
2025-10-09 15:24:12,872 [INFO] Época 3/30, Batch 700/3348, Loss: 0.0006
2025-10-09 15:24:13,120 [INFO] Época 3/30, Batch 750/3348, Loss: 0.0005
2025-10-09 15:24:13,365 [INFO] Época 3/30, Batch 800/3348, Loss: 0.0030
2025-10-09 15:24:13,613 [INFO] Época 3/30, Batch 850/3348, Loss: 0.0004
2025-10-09 15:24:13,865 [INFO] Época 3/30, Batch 900/3348, Loss: 0.0002
2025-10-09 15:24:14,117 [INFO] Época 3/30, Batch 950/3348, Loss: 0.0004
2025-10-09 15:24:14,370 [INFO] Época 3/30, Batch 1000/3348, Loss: 0.0005
2025-10-09 15:24:14,622 [INFO] Época 3/30, Batch 1050/3348, Loss: 0.0004
2025-10-09 15:24:14,874 [INFO] Época 3/30, Batch 1100/3348, Loss: 0.0004
2025-10-09 15:24:15,125 [INFO] Época 3/30, Batch 1150/3348, Loss: 0.0005
2025-10-09 15:24:15,377 [INFO] Época 3/30, Batch 1200/3348, Loss: 0.0003
2025-10-09 15:24:15,631 [INFO] Época 3/30, Batch 1250/3348, Loss: 0.0004
2025-10-09 15:24:15,886 [INFO] Época 3/30, Batch 1300/3348, Loss: 0.0004
2025-10-09 15:24:16,140 [INFO] Época 3/30, Batch 1350/3348, Loss: 0.0002
2025-10-09 15:24:16,392 [INFO] Época 3/30, Batch 1400/3348, Loss: 0.0004
2025-10-09 15:24:16,646 [INFO] Época 3/30, Batch 1450/3348, Loss: 0.0004
2025-10-09 15:24:16,899 [INFO] Época 3/30, Batch 1500/3348, Loss: 0.0004
2025-10-09 15:24:17,152 [INFO] Época 3/30, Batch 1550/3348, Loss: 0.0004
2025-10-09 15:24:17,405 [INFO] Época 3/30, Batch 1600/3348, Loss: 0.0003
2025-10-09 15:24:17,656 [INFO] Época 3/30, Batch 1650/3348, Loss: 0.0003
2025-10-09 15:24:17,910 [INFO] Época 3/30, Batch 1700/3348, Loss: 0.0004
2025-10-09 15:24:18,164 [INFO] Época 3/30, Batch 1750/3348, Loss: 0.0004
2025-10-09 15:24:18,422 [INFO] Época 3/30, Batch 1800/3348, Loss: 0.0005
2025-10-09 15:24:18,676 [INFO] Época 3/30, Batch 1850/3348, Loss: 0.0003
2025-10-09 15:24:18,929 [INFO] Época 3/30, Batch 1900/3348, Loss: 0.0002
2025-10-09 15:24:19,176 [INFO] Época 3/30, Batch 1950/3348, Loss: 0.0004
2025-10-09 15:24:19,422 [INFO] Época 3/30, Batch 2000/3348, Loss: 0.0003
2025-10-09 15:24:19,670 [INFO] Época 3/30, Batch 2050/3348, Loss: 0.0003
2025-10-09 15:24:19,916 [INFO] Época 3/30, Batch 2100/3348, Loss: 0.0009
2025-10-09 15:24:20,161 [INFO] Época 3/30, Batch 2150/3348, Loss: 0.0003
2025-10-09 15:24:20,407 [INFO] Época 3/30, Batch 2200/3348, Loss: 0.0003
2025-10-09 15:24:20,653 [INFO] Época 3/30, Batch 2250/3348, Loss: 0.0003
2025-10-09 15:24:20,909 [INFO] Época 3/30, Batch 2300/3348, Loss: 0.0004
2025-10-09 15:24:21,170 [INFO] Época 3/30, Batch 2350/3348, Loss: 0.0003
2025-10-09 15:24:21,424 [INFO] Época 3/30, Batch 2400/3348, Loss: 0.0004
2025-10-09 15:24:21,675 [INFO] Época 3/30, Batch 2450/3348, Loss: 0.0003
2025-10-09 15:24:21,929 [INFO] Época 3/30, Batch 2500/3348, Loss: 0.0004
2025-10-09 15:24:22,180 [INFO] Época 3/30, Batch 2550/3348, Loss: 0.0004
2025-10-09 15:24:22,429 [INFO] Época 3/30, Batch 2600/3348, Loss: 0.0003
2025-10-09 15:24:22,679 [INFO] Época 3/30, Batch 2650/3348, Loss: 0.0004
2025-10-09 15:24:22,928 [INFO] Época 3/30, Batch 2700/3348, Loss: 0.0003
2025-10-09 15:24:23,178 [INFO] Época 3/30, Batch 2750/3348, Loss: 0.0004
2025-10-09 15:24:23,428 [INFO] Época 3/30, Batch 2800/3348, Loss: 0.0003
2025-10-09 15:24:23,679 [INFO] Época 3/30, Batch 2850/3348, Loss: 0.0004
2025-10-09 15:24:23,930 [INFO] Época 3/30, Batch 2900/3348, Loss: 0.0003
2025-10-09 15:24:24,182 [INFO] Época 3/30, Batch 2950/3348, Loss: 0.0002
2025-10-09 15:24:24,440 [INFO] Época 3/30, Batch 3000/3348, Loss: 0.0004
2025-10-09 15:24:24,691 [INFO] Época 3/30, Batch 3050/3348, Loss: 0.0003
2025-10-09 15:24:24,941 [INFO] Época 3/30, Batch 3100/3348, Loss: 0.0003
2025-10-09 15:24:25,191 [INFO] Época 3/30, Batch 3150/3348, Loss: 0.0003
2025-10-09 15:24:25,443 [INFO] Época 3/30, Batch 3200/3348, Loss: 0.0003
2025-10-09 15:24:25,699 [INFO] Época 3/30, Batch 3250/3348, Loss: 0.0004
2025-10-09 15:24:25,953 [INFO] Época 3/30, Batch 3300/3348, Loss: 0.0003
2025-10-09 15:24:27,532 [INFO] [3/30] Train Loss: 0.0048 | Val Loss: 0.0003 | Tempo: 18.44s
2025-10-09 15:24:27,536 [INFO] Melhor modelo salvo em: /mnt/hdd/home/jdurao/ToolBox-ChemXAI/models/mlp_qm9_CM_att0_large.pth
2025-10-09 15:24:27,962 [INFO] Época 4/30, Batch 50/3348, Loss: 0.0003
2025-10-09 15:24:28,221 [INFO] Época 4/30, Batch 100/3348, Loss: 0.0004
2025-10-09 15:24:28,479 [INFO] Época 4/30, Batch 150/3348, Loss: 0.0003
2025-10-09 15:24:28,735 [INFO] Época 4/30, Batch 200/3348, Loss: 0.0003
2025-10-09 15:24:28,988 [INFO] Época 4/30, Batch 250/3348, Loss: 0.0004
2025-10-09 15:24:29,244 [INFO] Época 4/30, Batch 300/3348, Loss: 0.0004
2025-10-09 15:24:29,496 [INFO] Época 4/30, Batch 350/3348, Loss: 0.0004
2025-10-09 15:24:29,752 [INFO] Época 4/30, Batch 400/3348, Loss: 0.0003
2025-10-09 15:24:30,018 [INFO] Época 4/30, Batch 450/3348, Loss: 0.0028
2025-10-09 15:24:30,271 [INFO] Época 4/30, Batch 500/3348, Loss: 0.0005
2025-10-09 15:24:30,527 [INFO] Época 4/30, Batch 550/3348, Loss: 0.0004
2025-10-09 15:24:30,782 [INFO] Época 4/30, Batch 600/3348, Loss: 0.0003
2025-10-09 15:24:31,036 [INFO] Época 4/30, Batch 650/3348, Loss: 0.0003
2025-10-09 15:24:31,291 [INFO] Época 4/30, Batch 700/3348, Loss: 0.0004
2025-10-09 15:24:31,547 [INFO] Época 4/30, Batch 750/3348, Loss: 0.0003
2025-10-09 15:24:31,809 [INFO] Época 4/30, Batch 800/3348, Loss: 0.0005
2025-10-09 15:24:32,067 [INFO] Época 4/30, Batch 850/3348, Loss: 0.0003
2025-10-09 15:24:32,313 [INFO] Época 4/30, Batch 900/3348, Loss: 0.0003
2025-10-09 15:24:32,557 [INFO] Época 4/30, Batch 950/3348, Loss: 0.0003
2025-10-09 15:24:32,805 [INFO] Época 4/30, Batch 1000/3348, Loss: 0.0003
2025-10-09 15:24:33,051 [INFO] Época 4/30, Batch 1050/3348, Loss: 0.0005
2025-10-09 15:24:33,296 [INFO] Época 4/30, Batch 1100/3348, Loss: 0.0003
2025-10-09 15:24:33,544 [INFO] Época 4/30, Batch 1150/3348, Loss: 0.0004
2025-10-09 15:24:33,794 [INFO] Época 4/30, Batch 1200/3348, Loss: 0.0003
2025-10-09 15:24:34,041 [INFO] Época 4/30, Batch 1250/3348, Loss: 0.0004
2025-10-09 15:24:34,297 [INFO] Época 4/30, Batch 1300/3348, Loss: 0.0003
2025-10-09 15:24:34,552 [INFO] Época 4/30, Batch 1350/3348, Loss: 0.0004
2025-10-09 15:24:34,809 [INFO] Época 4/30, Batch 1400/3348, Loss: 0.0002
2025-10-09 15:24:35,064 [INFO] Época 4/30, Batch 1450/3348, Loss: 0.0004
2025-10-09 15:24:35,320 [INFO] Época 4/30, Batch 1500/3348, Loss: 0.0004
2025-10-09 15:24:35,576 [INFO] Época 4/30, Batch 1550/3348, Loss: 0.0003
2025-10-09 15:24:35,834 [INFO] Época 4/30, Batch 1600/3348, Loss: 0.0004
2025-10-09 15:24:36,094 [INFO] Época 4/30, Batch 1650/3348, Loss: 0.0002
2025-10-09 15:24:36,355 [INFO] Época 4/30, Batch 1700/3348, Loss: 0.0004
2025-10-09 15:24:36,616 [INFO] Época 4/30, Batch 1750/3348, Loss: 0.0002
2025-10-09 15:24:36,878 [INFO] Época 4/30, Batch 1800/3348, Loss: 0.0003
2025-10-09 15:24:37,138 [INFO] Época 4/30, Batch 1850/3348, Loss: 0.0004
2025-10-09 15:24:37,399 [INFO] Época 4/30, Batch 1900/3348, Loss: 0.0003
2025-10-09 15:24:37,660 [INFO] Época 4/30, Batch 1950/3348, Loss: 0.0005
2025-10-09 15:24:37,922 [INFO] Época 4/30, Batch 2000/3348, Loss: 0.0003
2025-10-09 15:24:38,182 [INFO] Época 4/30, Batch 2050/3348, Loss: 0.0030
2025-10-09 15:24:38,444 [INFO] Época 4/30, Batch 2100/3348, Loss: 0.0005
2025-10-09 15:24:38,706 [INFO] Época 4/30, Batch 2150/3348, Loss: 0.0003
2025-10-09 15:24:38,966 [INFO] Época 4/30, Batch 2200/3348, Loss: 0.0007
2025-10-09 15:24:39,224 [INFO] Época 4/30, Batch 2250/3348, Loss: 0.0003
2025-10-09 15:24:39,478 [INFO] Época 4/30, Batch 2300/3348, Loss: 0.0003
2025-10-09 15:24:39,730 [INFO] Época 4/30, Batch 2350/3348, Loss: 0.0003
2025-10-09 15:24:39,976 [INFO] Época 4/30, Batch 2400/3348, Loss: 0.0003
2025-10-09 15:24:40,222 [INFO] Época 4/30, Batch 2450/3348, Loss: 0.0004
2025-10-09 15:24:40,471 [INFO] Época 4/30, Batch 2500/3348, Loss: 0.0003
2025-10-09 15:24:40,720 [INFO] Época 4/30, Batch 2550/3348, Loss: 0.0003
2025-10-09 15:24:40,972 [INFO] Época 4/30, Batch 2600/3348, Loss: 0.0004
2025-10-09 15:24:41,221 [INFO] Época 4/30, Batch 2650/3348, Loss: 0.0003
2025-10-09 15:24:41,471 [INFO] Época 4/30, Batch 2700/3348, Loss: 0.0002
2025-10-09 15:24:41,719 [INFO] Época 4/30, Batch 2750/3348, Loss: 0.0003
2025-10-09 15:24:41,968 [INFO] Época 4/30, Batch 2800/3348, Loss: 0.0003
2025-10-09 15:24:42,218 [INFO] Época 4/30, Batch 2850/3348, Loss: 0.0004
2025-10-09 15:24:42,469 [INFO] Época 4/30, Batch 2900/3348, Loss: 0.0004
2025-10-09 15:24:42,720 [INFO] Época 4/30, Batch 2950/3348, Loss: 0.0003
2025-10-09 15:24:42,968 [INFO] Época 4/30, Batch 3000/3348, Loss: 0.0004
2025-10-09 15:24:43,218 [INFO] Época 4/30, Batch 3050/3348, Loss: 0.0005
2025-10-09 15:24:43,470 [INFO] Época 4/30, Batch 3100/3348, Loss: 0.0004
2025-10-09 15:24:43,726 [INFO] Época 4/30, Batch 3150/3348, Loss: 0.0004
2025-10-09 15:24:43,981 [INFO] Época 4/30, Batch 3200/3348, Loss: 0.0012
2025-10-09 15:24:44,236 [INFO] Época 4/30, Batch 3250/3348, Loss: 0.0002
2025-10-09 15:24:44,492 [INFO] Época 4/30, Batch 3300/3348, Loss: 0.0004
2025-10-09 15:24:46,090 [INFO] [4/30] Train Loss: 0.0048 | Val Loss: 0.0007 | Tempo: 18.55s
2025-10-09 15:24:46,528 [INFO] Época 5/30, Batch 50/3348, Loss: 0.0003
2025-10-09 15:24:46,799 [INFO] Época 5/30, Batch 100/3348, Loss: 0.0004
2025-10-09 15:24:47,067 [INFO] Época 5/30, Batch 150/3348, Loss: 0.0002
2025-10-09 15:24:47,337 [INFO] Época 5/30, Batch 200/3348, Loss: 0.0005
2025-10-09 15:24:47,604 [INFO] Época 5/30, Batch 250/3348, Loss: 0.0003
2025-10-09 15:24:47,871 [INFO] Época 5/30, Batch 300/3348, Loss: 0.0002
